order_id,order_date,ship_date,days_to_ship,product_name,category,subcategory,city,province,quantity,unit_price,discount_pct,discounted_price,revenue,cost,profit,payment_method,order_status
AHS-1291,29-Aug-2024,30-Aug-2024,1,Kitchen Anti-Fatigue Mat,Mats,Mats,Karachi,Sindh,1,2499,0.15,2124,2124,1300,824,COD,Delivered
AHS-1292,29-Aug-2024,1-Sep-2024,3,Modern Rug MD-207,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.15,5949,5949,4000,1949,JazzCash,Delivered
AHS-1293,29-Aug-2024,30-Aug-2024,1,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Lahore,Punjab,2,8999,0.1,8099,16198,11000,5198,COD,Delivered
AHS-1294,29-Aug-2024,30-Aug-2024,1,Modern Rug MD-213,Rugs,Modern Rugs,Karachi,Sindh,2,6999,0,6999,13998,8000,5998,COD,Cancelled
AHS-1295,30-Aug-2024,4-Sep-2024,5,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Multan,Punjab,2,5999,0.28,4319,8638,6400,2238,Bank Transfer,Delivered
AHS-1296,30-Aug-2024,2-Sep-2024,3,Modern Rug MD-213,Rugs,Modern Rugs,Lahore,Punjab,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1297,30-Aug-2024,31-Aug-2024,1,Chestnut Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.1,2699,2699,1500,1199,EasyPaisa,Returned
AHS-1298,31-Aug-2024,1-Sep-2024,1,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Karachi,Sindh,1,5999,0.1,5399,5399,3200,2199,EasyPaisa,Delivered
AHS-1299,31-Aug-2024,3-Sep-2024,3,Serenity Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1300,31-Aug-2024,2-Sep-2024,2,Fleece Blanket Beige,Bedding,Blankets,Karachi,Sindh,2,3500,0.1,3150,6300,3600,2700,EasyPaisa,Delivered
AHS-1301,31-Aug-2024,1-Sep-2024,1,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,1,5999,0.15,5099,5099,3200,1899,COD,Delivered
AHS-1302,1-Sep-2024,6-Sep-2024,5,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Hyderabad,Sindh,2,2099,0.2,1679,3358,2200,1158,COD,Delivered
AHS-1303,2-Sep-2024,7-Sep-2024,5,Jingle Bedsheet,Bedding,Bed Sheets,Sialkot,Punjab,3,2650,0.15,2252,6756,4200,2556,COD,Delivered
AHS-1304,5-Sep-2024,7-Sep-2024,2,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0.15,7649,7649,5500,2149,EasyPaisa,Delivered
AHS-1305,5-Sep-2024,8-Sep-2024,3,Night Petals Bedsheet,Bedding,Bed Sheets,Multan,Punjab,2,2999,0.1,2699,5398,3000,2398,Bank Transfer,Returned
AHS-1306,5-Sep-2024,6-Sep-2024,1,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,9999,0.1,8999,8999,6200,2799,EasyPaisa,Delivered
AHS-1307,5-Sep-2024,7-Sep-2024,2,Modern Rug MD-213,Rugs,Modern Rugs,Faisalabad,Punjab,1,6999,0,6999,6999,4000,2999,Bank Transfer,Delivered
AHS-1308,6-Sep-2024,10-Sep-2024,4,Rosewood Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Multan,Punjab,1,5999,0.15,5099,5099,3200,1899,COD,Delivered
AHS-1309,6-Sep-2024,11-Sep-2024,5,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Hyderabad,Sindh,1,8999,0.2,7199,7199,5500,1699,COD,Returned
AHS-1310,7-Sep-2024,11-Sep-2024,4,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Rawalpindi,Punjab,2,5999,0,5999,11998,6400,5598,COD,Delivered
AHS-1311,8-Sep-2024,10-Sep-2024,2,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,9999,0,9999,9999,6200,3799,EasyPaisa,Delivered
AHS-1312,9-Sep-2024,13-Sep-2024,4,Silva Bedsheet,Bedding,Bed Sheets,Multan,Punjab,2,2650,0.15,2252,4504,2800,1704,COD,Delivered
AHS-1313,9-Sep-2024,12-Sep-2024,3,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,8999,0.15,7649,15298,11000,4298,Bank Transfer,Delivered
AHS-1314,9-Sep-2024,12-Sep-2024,3,Kitchen Anti-Fatigue Mat,Mats,Mats,Faisalabad,Punjab,1,2499,0,2499,2499,1300,1199,Bank Transfer,Delivered
AHS-1315,10-Sep-2024,13-Sep-2024,3,Modern Rug MD-208,Rugs,Modern Rugs,Islamabad,ICT,3,6999,0,6999,20997,12000,8997,COD,Delivered
AHS-1316,10-Sep-2024,11-Sep-2024,1,Modern Rug MD-208,Rugs,Modern Rugs,Lahore,Punjab,2,6999,0,6999,13998,8000,5998,COD,Delivered
AHS-1317,10-Sep-2024,12-Sep-2024,2,Modern Rug MD-213,Rugs,Modern Rugs,Sialkot,Punjab,3,6999,0.1,6299,18897,12000,6897,COD,Delivered
AHS-1318,10-Sep-2024,13-Sep-2024,3,Opal Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2650,0,2650,5300,2800,2500,COD,Delivered
AHS-1319,11-Sep-2024,13-Sep-2024,2,Modern Rug MD-205,Rugs,Modern Rugs,Lahore,Punjab,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1320,11-Sep-2024,13-Sep-2024,2,Mosaic Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1321,12-Sep-2024,13-Sep-2024,1,Mosaic Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2650,0.1,2385,2385,1400,985,COD,Returned
AHS-1322,13-Sep-2024,15-Sep-2024,2,Modern Rug MD-212,Rugs,Modern Rugs,Karachi,Sindh,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1323,13-Sep-2024,16-Sep-2024,3,Nexus Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0.1,2385,2385,1400,985,COD,Cancelled
AHS-1324,13-Sep-2024,18-Sep-2024,5,Nexus Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,2,2650,0.15,2252,4504,2800,1704,COD,Delivered
AHS-1325,14-Sep-2024,18-Sep-2024,4,Jingle Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,2,2650,0,2650,5300,2800,2500,Bank Transfer,Delivered
AHS-1326,15-Sep-2024,20-Sep-2024,5,Premium Bath Mat,Mats,Mats,Sialkot,Punjab,3,1999,0.2,1599,4797,3000,1797,COD,Delivered
AHS-1327,16-Sep-2024,17-Sep-2024,1,Fleece Blanket Grey,Bedding,Blankets,Karachi,Sindh,1,3500,0.2,2800,2800,1800,1000,Bank Transfer,Delivered
AHS-1328,16-Sep-2024,21-Sep-2024,5,Grey Blossom Bedsheet,Bedding,Bed Sheets,Quetta,Balochistan,1,2999,0.28,2159,2159,1500,659,EasyPaisa,Delivered
AHS-1329,17-Sep-2024,20-Sep-2024,3,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0.1,2699,2699,1500,1199,Bank Transfer,Delivered
AHS-1330,17-Sep-2024,20-Sep-2024,3,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Lahore,Punjab,2,8999,0.15,7649,15298,11000,4298,COD,Delivered
AHS-1331,17-Sep-2024,20-Sep-2024,3,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0.15,7649,7649,5500,2149,EasyPaisa,Delivered
AHS-1332,17-Sep-2024,20-Sep-2024,3,Luxury Velvet Rug LV-318,Rugs,Luxury Velvet Rugs,Hyderabad,Sindh,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1333,18-Sep-2024,21-Sep-2024,3,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1334,18-Sep-2024,21-Sep-2024,3,Fleece Blanket Beige,Bedding,Blankets,Multan,Punjab,2,3500,0,3500,7000,3600,3400,Bank Transfer,Delivered
AHS-1335,19-Sep-2024,21-Sep-2024,2,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,9999,0,9999,9999,6200,3799,COD,Delivered
AHS-1336,19-Sep-2024,20-Sep-2024,1,Silva Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.1,2385,2385,1400,985,COD,Delivered
AHS-1337,19-Sep-2024,21-Sep-2024,2,Nexus Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0.1,2385,2385,1400,985,COD,Delivered
AHS-1338,19-Sep-2024,22-Sep-2024,3,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,8999,0.2,7199,7199,5500,1699,JazzCash,Delivered
AHS-1339,19-Sep-2024,20-Sep-2024,1,Modern Rug MD-212,Rugs,Modern Rugs,Karachi,Sindh,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1340,20-Sep-2024,21-Sep-2024,1,Coco Blossom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0.1,2699,2699,1500,1199,COD,Delivered
AHS-1341,20-Sep-2024,22-Sep-2024,2,Modern Rug MD-208,Rugs,Modern Rugs,Islamabad,ICT,1,6999,0,6999,6999,4000,2999,JazzCash,Delivered
AHS-1342,22-Sep-2024,25-Sep-2024,3,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Multan,Punjab,1,9999,0,9999,9999,6200,3799,EasyPaisa,Delivered
AHS-1343,22-Sep-2024,24-Sep-2024,2,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Lahore,Punjab,3,8999,0,8999,26997,16500,10497,JazzCash,Delivered
AHS-1344,22-Sep-2024,26-Sep-2024,4,Fleece Blanket Beige,Bedding,Blankets,Faisalabad,Punjab,1,3500,0.28,2520,2520,1800,720,COD,Delivered
AHS-1345,23-Sep-2024,26-Sep-2024,3,Luxury Velvet Rug LV-318,Rugs,Luxury Velvet Rugs,Lahore,Punjab,3,8999,0,8999,26997,16500,10497,COD,Cancelled
AHS-1346,23-Sep-2024,25-Sep-2024,2,Mosaic Bedsheet,Bedding,Bed Sheets,Hyderabad,Sindh,1,2650,0.15,2252,2252,1400,852,COD,Delivered
AHS-1347,23-Sep-2024,28-Sep-2024,5,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1348,23-Sep-2024,26-Sep-2024,3,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Karachi,Sindh,3,9999,0.1,8999,26997,18600,8397,COD,Delivered
AHS-1349,24-Sep-2024,27-Sep-2024,3,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Islamabad,ICT,2,8999,0,8999,17998,11000,6998,COD,Delivered
AHS-1350,24-Sep-2024,27-Sep-2024,3,Nexus Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.15,2252,2252,1400,852,Bank Transfer,Delivered
AHS-1351,26-Sep-2024,29-Sep-2024,3,Luxury Velvet Rug LV-318,Rugs,Luxury Velvet Rugs,Hyderabad,Sindh,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1352,26-Sep-2024,1-Oct-2024,5,Modern Rug MD-211,Rugs,Modern Rugs,Faisalabad,Punjab,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1353,26-Sep-2024,28-Sep-2024,2,Kitchen Anti-Fatigue Mat,Mats,Mats,Rawalpindi,Punjab,1,2499,0.28,1799,1799,1300,499,COD,Delivered
AHS-1354,26-Sep-2024,1-Oct-2024,5,Chestnut Bedsheet,Bedding,Bed Sheets,Multan,Punjab,2,2999,0,2999,5998,3000,2998,EasyPaisa,Delivered
AHS-1355,26-Sep-2024,29-Sep-2024,3,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Lahore,Punjab,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1356,26-Sep-2024,29-Sep-2024,3,Chestnut Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,JazzCash,Delivered
AHS-1357,26-Sep-2024,28-Sep-2024,2,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Islamabad,ICT,1,5999,0,5999,5999,3200,2799,COD,Delivered
AHS-1358,26-Sep-2024,28-Sep-2024,2,Grey Blossom Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,EasyPaisa,Delivered
AHS-1359,27-Sep-2024,28-Sep-2024,1,Kitchen Anti-Fatigue Mat,Mats,Mats,Lahore,Punjab,1,2499,0,2499,2499,1300,1199,Bank Transfer,Delivered
AHS-1360,28-Sep-2024,30-Sep-2024,2,Premium Bath Mat,Mats,Mats,Karachi,Sindh,2,1999,0,1999,3998,2000,1998,COD,Delivered
AHS-1361,28-Sep-2024,30-Sep-2024,2,Modern Rug MD-208,Rugs,Modern Rugs,Islamabad,ICT,1,6999,0.1,6299,6299,4000,2299,Bank Transfer,Delivered
AHS-1362,29-Sep-2024,1-Oct-2024,2,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Multan,Punjab,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1363,29-Sep-2024,1-Oct-2024,2,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1364,1-Oct-2024,4-Oct-2024,3,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,8999,0.1,8099,8099,5500,2599,COD,Delivered
AHS-1365,1-Oct-2024,2-Oct-2024,1,Grey Blossom Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1366,1-Oct-2024,6-Oct-2024,5,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Hyderabad,Sindh,1,8999,0,8999,8999,5500,3499,Bank Transfer,Delivered
AHS-1367,1-Oct-2024,3-Oct-2024,2,Luxury Velvet Rug LV-324,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,1,8999,0.15,7649,7649,5500,2149,COD,Delivered
AHS-1368,2-Oct-2024,5-Oct-2024,3,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,1,5999,0.1,5399,5399,3200,2199,COD,Delivered
AHS-1369,2-Oct-2024,4-Oct-2024,2,Modern Rug MD-208,Rugs,Modern Rugs,Islamabad,ICT,1,6999,0,6999,6999,4000,2999,EasyPaisa,Delivered
AHS-1370,2-Oct-2024,4-Oct-2024,2,Modern Rug MD-213,Rugs,Modern Rugs,Multan,Punjab,1,6999,0.15,5949,5949,4000,1949,JazzCash,Delivered
AHS-1371,5-Oct-2024,7-Oct-2024,2,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,3,5999,0.1,5399,16197,9600,6597,EasyPaisa,Delivered
AHS-1372,5-Oct-2024,10-Oct-2024,5,Chestnut Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1373,5-Oct-2024,8-Oct-2024,3,Coco Blossom Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,2,2999,0.15,2549,5098,3000,2098,Bank Transfer,Delivered
AHS-1374,6-Oct-2024,9-Oct-2024,3,Fleece Blanket Grey,Bedding,Blankets,Islamabad,ICT,1,3500,0.28,2520,2520,1800,720,Bank Transfer,Delivered
AHS-1375,7-Oct-2024,10-Oct-2024,3,Silva Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,2,2650,0.1,2385,4770,2800,1970,COD,Delivered
AHS-1376,7-Oct-2024,12-Oct-2024,5,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1377,8-Oct-2024,9-Oct-2024,1,Modern Rug MD-208,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1378,8-Oct-2024,10-Oct-2024,2,Luxury Velvet Rug LV-318,Rugs,Luxury Velvet Rugs,Islamabad,ICT,1,8999,0.2,7199,7199,5500,1699,JazzCash,Delivered
AHS-1379,8-Oct-2024,11-Oct-2024,3,Kitchen Anti-Fatigue Mat,Mats,Mats,Karachi,Sindh,2,2499,0.15,2124,4248,2600,1648,COD,Delivered
AHS-1380,9-Oct-2024,14-Oct-2024,5,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Peshawar,KPK,2,8999,0,8999,17998,11000,6998,EasyPaisa,Returned
AHS-1381,9-Oct-2024,11-Oct-2024,2,Fleece Blanket Grey,Bedding,Blankets,Lahore,Punjab,1,3500,0.1,3150,3150,1800,1350,EasyPaisa,Delivered
AHS-1382,9-Oct-2024,10-Oct-2024,1,Jingle Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.15,2252,2252,1400,852,JazzCash,Delivered
AHS-1383,9-Oct-2024,12-Oct-2024,3,Modern Rug MD-202,Rugs,Modern Rugs,Lahore,Punjab,3,6999,0.1,6299,18897,12000,6897,JazzCash,Cancelled
AHS-1384,9-Oct-2024,11-Oct-2024,2,Luxury Velvet Rug LV-304,Rugs,Luxury Velvet Rugs,Karachi,Sindh,3,8999,0,8999,26997,16500,10497,COD,Delivered
AHS-1385,10-Oct-2024,11-Oct-2024,1,Coco Blossom Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.15,2549,2549,1500,1049,COD,Delivered
AHS-1386,10-Oct-2024,11-Oct-2024,1,Silva Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0,2650,2650,1400,1250,Bank Transfer,Delivered
AHS-1387,11-Oct-2024,13-Oct-2024,2,Opal Bedsheet,Bedding,Bed Sheets,Rawalpindi,Punjab,2,2650,0.28,1908,3816,2800,1016,COD,Delivered
AHS-1388,11-Oct-2024,12-Oct-2024,1,Moonlace Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,2,5999,0,5999,11998,6400,5598,EasyPaisa,Delivered
AHS-1389,11-Oct-2024,13-Oct-2024,2,Luxury Velvet Rug LV-315,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,2,9999,0,9999,19998,12400,7598,COD,Cancelled
AHS-1390,12-Oct-2024,15-Oct-2024,3,Coco Blossom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2999,0.1,2699,5398,3000,2398,COD,Delivered
AHS-1391,12-Oct-2024,17-Oct-2024,5,Modern Rug MD-202,Rugs,Modern Rugs,Peshawar,KPK,1,6999,0,6999,6999,4000,2999,Bank Transfer,Delivered
AHS-1392,15-Oct-2024,19-Oct-2024,4,Luxury Velvet Rug LV-310,Rugs,Luxury Velvet Rugs,Hyderabad,Sindh,1,8999,0,8999,8999,5500,3499,COD,Delivered
AHS-1393,16-Oct-2024,21-Oct-2024,5,Mosaic Bedsheet,Bedding,Bed Sheets,Multan,Punjab,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1394,17-Oct-2024,20-Oct-2024,3,Fleece Blanket Beige,Bedding,Blankets,Rawalpindi,Punjab,2,3500,0.15,2975,5950,3600,2350,COD,Delivered
AHS-1395,17-Oct-2024,21-Oct-2024,4,Modern Rug MD-208,Rugs,Modern Rugs,Rawalpindi,Punjab,1,6999,0.2,5599,5599,4000,1599,COD,Delivered
AHS-1396,17-Oct-2024,19-Oct-2024,2,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2999,0.1,2699,5398,3000,2398,COD,Delivered
AHS-1397,18-Oct-2024,20-Oct-2024,2,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1398,20-Oct-2024,23-Oct-2024,3,Modern Rug MD-211,Rugs,Modern Rugs,Lahore,Punjab,2,8999,0.15,7649,15298,11000,4298,COD,Delivered
AHS-1399,21-Oct-2024,22-Oct-2024,1,Modern Rug MD-213,Rugs,Modern Rugs,Islamabad,ICT,1,6999,0,6999,6999,4000,2999,JazzCash,Delivered
AHS-1400,23-Oct-2024,25-Oct-2024,2,Modern Rug MD-213,Rugs,Modern Rugs,Lahore,Punjab,1,6999,0.15,5949,5949,4000,1949,Bank Transfer,Delivered
AHS-1401,24-Oct-2024,29-Oct-2024,5,Luxury Velvet Rug LV-326,Rugs,Luxury Velvet Rugs,Faisalabad,Punjab,2,11999,0,11999,23998,15000,8998,COD,Delivered
AHS-1402,24-Oct-2024,27-Oct-2024,3,Jingle Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,2,2650,0.15,2252,4504,2800,1704,Bank Transfer,Delivered
AHS-1403,26-Oct-2024,27-Oct-2024,1,Opal Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,3,2650,0.1,2385,7155,4200,2955,Bank Transfer,Delivered
AHS-1404,26-Oct-2024,27-Oct-2024,1,Luxury Velvet Rug LV-312,Rugs,Luxury Velvet Rugs,Karachi,Sindh,2,9999,0,9999,19998,12400,7598,EasyPaisa,Delivered
AHS-1405,27-Oct-2024,29-Oct-2024,2,Luxury Velvet Rug LV-309,Rugs,Luxury Velvet Rugs,Multan,Punjab,1,8999,0,8999,8999,5500,3499,Bank Transfer,Delivered
AHS-1406,27-Oct-2024,29-Oct-2024,2,Modern Rug MD-208,Rugs,Modern Rugs,Lahore,Punjab,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1407,28-Oct-2024,30-Oct-2024,2,Silva Bedsheet,Bedding,Bed Sheets,Peshawar,KPK,1,2650,0,2650,2650,1400,1250,COD,Delivered
AHS-1408,28-Oct-2024,29-Oct-2024,1,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Karachi,Sindh,1,5999,0.2,4799,4799,3200,1599,JazzCash,Delivered
AHS-1409,28-Oct-2024,1-Nov-2024,4,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Multan,Punjab,2,2099,0.15,1784,3568,2200,1368,COD,Delivered
AHS-1410,29-Oct-2024,1-Nov-2024,3,Fleece Blanket Grey,Bedding,Blankets,Multan,Punjab,1,3500,0,3500,3500,1800,1700,COD,Delivered
AHS-1411,30-Oct-2024,3-Nov-2024,4,Modern Rug MD-212,Rugs,Modern Rugs,Sialkot,Punjab,3,8999,0,8999,26997,16500,10497,COD,Delivered
AHS-1412,30-Oct-2024,2-Nov-2024,3,Luxury Velvet Rug LV-307,Rugs,Luxury Velvet Rugs,Karachi,Sindh,1,8999,0,8999,8999,5500,3499,EasyPaisa,Delivered
AHS-1413,31-Oct-2024,3-Nov-2024,3,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Lahore,Punjab,1,5999,0.1,5399,5399,3200,2199,COD,Delivered
AHS-1414,31-Oct-2024,3-Nov-2024,3,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Karachi,Sindh,3,5999,0,5999,17997,9600,8397,Bank Transfer,Delivered
AHS-1415,1-Nov-2024,3-Nov-2024,2,Opal Bedsheet,Bedding,Bed Sheets,Hyderabad,Sindh,1,2650,0.15,2252,2252,1400,852,Bank Transfer,Delivered
AHS-1416,1-Nov-2024,4-Nov-2024,3,Chestnut Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Islamabad,ICT,1,5999,0.1,5399,5399,3200,2199,JazzCash,Delivered
AHS-1417,1-Nov-2024,3-Nov-2024,2,Fleece Blanket Grey,Bedding,Blankets,Karachi,Sindh,3,3500,0.2,2800,8400,5400,3000,Bank Transfer,Delivered
AHS-1418,1-Nov-2024,3-Nov-2024,2,Modern Rug MD-205,Rugs,Modern Rugs,Sialkot,Punjab,1,8999,0,8999,8999,5500,3499,EasyPaisa,Delivered
AHS-1419,2-Nov-2024,4-Nov-2024,2,Kitchen Anti-Fatigue Mat,Mats,Mats,Islamabad,ICT,1,2499,0.28,1799,1799,1300,499,COD,Delivered
AHS-1420,3-Nov-2024,6-Nov-2024,3,Luxury Velvet Rug LV-318,Rugs,Luxury Velvet Rugs,Rawalpindi,Punjab,2,8999,0,8999,17998,11000,6998,COD,Delivered
AHS-1421,3-Nov-2024,8-Nov-2024,5,Terracotta Bloom Bedsheet,Bedding,Bed Sheets,Faisalabad,Punjab,1,2999,0,2999,2999,1500,1499,COD,Delivered
AHS-1422,4-Nov-2024,5-Nov-2024,1,Chestnut Bedsheet,Bedding,Bed Sheets,Islamabad,ICT,3,2999,0,2999,8997,4500,4497,COD,Delivered
AHS-1423,5-Nov-2024,7-Nov-2024,2,Nexus Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2650,0.15,2252,2252,1400,852,COD,Delivered
AHS-1424,6-Nov-2024,8-Nov-2024,2,Night Petals Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,Bank Transfer,Delivered
AHS-1425,7-Nov-2024,9-Nov-2024,2,Grey Blossom Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.1,2699,2699,1500,1199,COD,Delivered
AHS-1426,7-Nov-2024,10-Nov-2024,3,Silva Bedsheet,Bedding,Bed Sheets,Multan,Punjab,1,2650,0,2650,2650,1400,1250,JazzCash,Delivered
AHS-1427,7-Nov-2024,11-Nov-2024,4,Rosewood Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Multan,Punjab,1,5999,0.1,5399,5399,3200,2199,Bank Transfer,Delivered
AHS-1428,7-Nov-2024,9-Nov-2024,2,Lavender Stripe Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0.2,2399,2399,1500,899,COD,Delivered
AHS-1429,7-Nov-2024,9-Nov-2024,2,Chestnut Bedsheet,Bedding,Bed Sheets,Karachi,Sindh,1,2999,0,2999,2999,1500,1499,EasyPaisa,Delivered
AHS-1430,8-Nov-2024,10-Nov-2024,2,Modern Rug MD-208,Rugs,Modern Rugs,Karachi,Sindh,1,6999,0,6999,6999,4000,2999,COD,Delivered
AHS-1431,8-Nov-2024,13-Nov-2024,5,Modern Rug MD-202,Rugs,Modern Rugs,Peshawar,KPK,1,6999,0.1,6299,6299,4000,2299,COD,Delivered
AHS-1432,8-Nov-2024,11-Nov-2024,3,Water Absorbent Anti-Slip Mat Set,Mats,Mats,Lahore,Punjab,1,2099,0,2099,2099,1100,999,Bank Transfer,Delivered
AHS-1433,8-Nov-2024,12-Nov-2024,4,Coco Blossom Quilt Cover Set 6Pcs,Bedding,Quilt Cover Sets,Rawalpindi,Punjab,2,5999,0.15,5099,10198,6400,3798,EasyPaisa,Cancelled
AHS-1434,9-Nov-2024,10-Nov-2024,1,Modern Rug MD-207,Rugs,Modern Rugs,Islamabad,ICT,1,6999,0.2,5599,5599,4000,1599,COD,Delivered
AHS-1435,9-Nov-2024,11-Nov-2024,2,Mosaic Bedsheet,Bedding,Bed Sheets,Lahore,Punjab,1,2650,0.2,2120,2120,1400,720,COD,Delivered
